Country_name,year,Life_Ladder,Log_GDP_per_capita_x,Social_support_x,Healthy_life_expectancy_at_birth_x,Freedom_to_make_life_choices_x,Generosity_x,Perceptions_of_corruption_x,Regional_indicator,level_happiness,Life_Ladder_Avg,Log_GDP_per_capita_y,Social_support_y,Healthy_life_expectancy_at_birth_y,Freedom_to_make_life_choices_y,Generosity_y,Perceptions_of_corruption_y,MAE
Congo (Kinshasa),2020,4.31099987,6.694256306,0.672159016,52.90000153,0.700793564,0.083637655,0.809403598,Sub-Saharan Africa,0,3.808,6.9432,0.7906,52.076,0.5902,0.0034,0.8554,0.50299987
Costa Rica,2017,7.225,9.858,0.922,71.1,0.936,-0.076,0.742,Latin America and Caribbean,1,7.225,9.858,0.922,71.1,0.936,-0.076,0.742,0.0
Costa Rica,2018,7.141,9.874,0.876,71.3,0.942,-0.107,0.781,Latin America and Caribbean,1,7.141,9.874,0.876,71.3,0.942,-0.107,0.781,0.0
Costa Rica,2019,6.998,9.885,0.906,71.5,0.927,-0.146,0.836,Latin America and Caribbean,1,6.998,9.885,0.906,71.5,0.927,-0.146,0.836,0.0
Costa Rica,2020,7.121399879,9.658156395,0.901545942,71.29985046,0.934738934,-0.10242971,0.786332428,Latin America and Caribbean,1,6.465,9.8492,0.8966,71.1,0.917,-0.0839999999999999,0.7802,0.6563998790000003
Costa Rica,2021,7.069,9.88,0.891,71.4,0.934,-0.126,0.809,Latin America and Caribbean,1,6.452,9.821031279,0.9013091884,71.21997009200001,0.9225477868,-0.092685942,0.7852664856,0.617
Croatia,2017,5.343,10.189,0.77,69.6,0.716,-0.104,0.892,Central and Eastern Europe,1,5.343,10.189,0.77,69.6,0.716,-0.104,0.892,0.0
Croatia,2018,5.536,10.224,0.91,70.2,0.691,-0.151,0.925,Central and Eastern Europe,1,5.536,10.224,0.91,70.2,0.691,-0.151,0.925,0.0
Croatia,2019,5.626,10.258,0.936,70.8,0.739,-0.137,0.932,Central and Eastern Europe,1,5.626,10.258,0.936,70.8,0.739,-0.137,0.932,0.0
Croatia,2020,5.504700184,10.07087517,0.874623716,70.21490479,0.714838803,-0.128538325,0.916495264,Central and Eastern Europe,1,5.558,10.1842,0.8364,69.6,0.7023999999999999,-0.1106,0.8964000000000001,0.053299816
Croatia,2021,5.882,10.217,0.924,70.799,0.754,-0.118,0.939,Central and Eastern Europe,1,5.583,10.177575034,0.8577247432,69.962980958,0.7065677605999999,-0.1171076649999999,0.9098990528,0.2989999999999995
Cyprus,2017,6.062,10.539,0.819,73.5,0.812,0.043,0.851,Western Europe,2,6.062,10.539,0.819,73.5,0.812,0.043,0.851,0.0
Cyprus,2018,6.276,10.567,0.826,73.7,0.794,-0.022,0.848,Western Europe,2,6.276,10.567,0.826,73.7,0.794,-0.022,0.848,0.0
Cyprus,2019,6.137,10.585,0.776,73.9,0.74,-0.008,0.865,Western Europe,2,6.137,10.585,0.776,73.9,0.74,-0.008,0.865,0.0
Cyprus,2020,6.15899992,10.40570259,0.805996239,73.70222473,0.779858291,0.043731496,0.856271744,Western Europe,2,6.125,10.5284,0.7954000000000001,73.5,0.7459999999999999,0.0194,0.8709999999999999,0.033999920000000294
Cyprus,2021,6.223,10.576,0.802,73.898,0.763,-0.015,0.844,Western Europe,2,6.155,10.520540518,0.8025992477999999,73.62044494599999,0.7763716582000001,0.0053462992,0.8636543487999999,0.06799999999999962
Czech Republic,2017,6.79,10.558,0.901,69.8,0.832,-0.177,0.867,Central and Eastern Europe,1,6.79,10.558,0.901,69.8,0.832,-0.177,0.867,0.0
Czech Republic,2018,7.034,10.583,0.929,70.3,0.79,-0.292,0.851,Central and Eastern Europe,1,7.034,10.583,0.929,70.3,0.79,-0.292,0.851,0.0
Czech Republic,2020,6.910900116,10.40416336,0.914430678,70.04793549,0.818537354,-0.230861515,0.85844624,Central and Eastern Europe,1,5.912,10.5202,0.91,69.372,0.8160000000000001,-0.196,0.8802,0.9989001159999997
Czech Republic,2021,6.965,10.556,0.947,70.807,0.858,-0.208,0.868,Central and Eastern Europe,1,5.914,10.511832672,0.9172861356000002,69.649587098,0.8197074707999998,-0.208572303,0.8724892479999999,1.0510000000000002
Denmark,2017,7.594,10.916,0.952,72.1,0.955,0.155,0.181,Western Europe,2,7.594,10.916,0.952,72.1,0.955,0.155,0.181,0.0
Denmark,2018,7.649,10.935,0.958,72.4,0.935,0.018,0.151,Western Europe,2,7.649,10.935,0.958,72.4,0.935,0.018,0.151,0.0
Denmark,2019,7.693,10.954,0.958,72.7,0.963,0.02,0.174,Western Europe,2,7.693,10.954,0.958,72.7,0.963,0.02,0.174,0.0
Denmark,2020,7.645599842,10.77400112,0.955990791,72.40250397,0.951444268,0.066201776,0.168489456,Western Europe,2,7.168,10.9172,0.9564,72.1,0.9484,0.1106,0.1814,0.47759984200000005
Denmark,2021,7.62,10.933,0.954,72.7,0.946,0.03,0.179,Western Europe,2,7.135,10.896400224,0.9555981582,72.280500794,0.9504888536,0.0794403552,0.1768978912,0.4850000000000003
Dominican Republic,2017,5.605,9.725,0.894,65.5,0.855,-0.121,0.76,Latin America and Caribbean,1,5.605,9.725,0.894,65.5,0.855,-0.121,0.76,0.0
Dominican Republic,2018,5.433,9.782,0.862,65.8,0.867,-0.15,0.762,Latin America and Caribbean,1,5.433,9.782,0.862,65.8,0.867,-0.15,0.762,0.0
Dominican Republic,2019,6.004,9.821,0.884,66.1,0.877,-0.123,0.746,Latin America and Caribbean,1,6.004,9.821,0.884,66.1,0.877,-0.123,0.746,0.0
Dominican Republic,2020,5.689199924,9.664880753,0.882085383,65.80748749,0.866202772,-0.131263286,0.755999923,Latin America and Caribbean,1,6.283,9.7312,0.8855999999999999,65.5,0.8656,-0.1078,0.752,0.593800076
Dominican Republic,2021,5.545,9.802,0.853,66.102,0.86,-0.133,0.714,Latin America and Caribbean,1,6.266,9.7367761506,0.8834170766,65.681497498,0.8676405544,-0.1210526572,0.7521999846,0.7210000000000001
Ecuador,2017,5.84,9.36,0.849,68.2,0.879,-0.167,0.734,Latin America and Caribbean,1,5.84,9.36,0.849,68.2,0.879,-0.167,0.734,0.0
Ecuador,2018,6.128,9.355,0.851,68.5,0.869,-0.099,0.831,Latin America and Caribbean,1,6.128,9.355,0.851,68.5,0.869,-0.099,0.831,0.0
Ecuador,2019,5.809,9.339,0.808,68.8,0.83,-0.115,0.839,Latin America and Caribbean,1,5.809,9.339,0.808,68.8,0.83,-0.115,0.839,0.0
Ecuador,2020,5.925199986,9.246058464,0.836418986,68.50003815,0.859828949,-0.127014965,0.801215112,Latin America and Caribbean,1,6.051,9.3586,0.8412,68.2,0.845,-0.102,0.7687999999999999,0.12580001400000018
Ecuador,2021,5.764,9.313,0.821,68.8,0.842,-0.124,0.843,Latin America and Caribbean,1,6.023,9.3310116928,0.8372837971999999,68.38000763,0.8567657898000001,-0.104602993,0.7958430223999999,0.25899999999999945
Egypt,2017,3.929,9.307,0.638,61.4,0.593,-0.152,0.8112726879000001,Middle East and North Africa,1,3.929,9.307,0.638,61.4,0.593,-0.152,0.8112726879000001,0.0
Egypt,2018,4.005,9.338,0.759,61.7,0.682,-0.215,0.8112726879000001,Middle East and North Africa,1,4.005,9.338,0.759,61.7,0.682,-0.215,0.8112726879000001,0.0
Egypt,2019,4.328,9.373,0.772,62.0,0.774,-0.199,0.8112726879000001,Middle East and North Africa,1,4.328,9.373,0.772,62.0,0.774,-0.199,0.8112726879000001,0.0
Egypt,2020,4.151400089,9.316541672,0.735447824,61.78015137,0.708354175,-0.196878314,0.787726879,Middle East and North Africa,1,4.895,9.3142,0.7416,61.4,0.6728,-0.1592,0.78716361274,0.7435999109999996
Egypt,2021,4.283,9.367,0.75,61.998,0.749,-0.182,0.795,Middle East and North Africa,1,4.881,9.3243083344,0.7426895647999999,61.596030274,0.682670835,-0.1807756628,0.80790898854,0.5979999999999999
El Salvador,2017,6.339,9.042,0.829,65.8,0.758,-0.172,0.778,Latin America and Caribbean,1,6.339,9.042,0.829,65.8,0.758,-0.172,0.778,0.0
El Salvador,2018,6.241,9.061,0.82,66.1,0.863,-0.095,0.801,Latin America and Caribbean,1,6.241,9.061,0.82,66.1,0.863,-0.095,0.801,0.0
El Salvador,2019,6.455,9.08,0.764,66.4,0.877,-0.109,0.682,Latin America and Caribbean,1,6.455,9.08,0.764,66.4,0.877,-0.109,0.682,0.0
El Salvador,2020,6.34829998,8.909075737,0.806092262,66.10826111,0.833805263,-0.121072978,0.754319906,Latin America and Caribbean,1,5.753,9.0426,0.7995999999999999,65.8,0.8061999999999999,-0.1433999999999999,0.7726,0.5952999800000001
El Salvador,2021,6.061,9.054,0.762,66.402,0.888,-0.11,0.688,Latin America and Caribbean,1,5.773,9.0234151474,0.8026184524,65.98165222200001,0.8263610526,-0.1364145955999999,0.7624639812,0.28800000000000026
Estonia,2017,5.938,10.429,0.936,68.4,0.862,-0.101,0.668,Central and Eastern Europe,1,5.938,10.429,0.936,68.4,0.862,-0.101,0.668,0.0
Estonia,2018,6.091,10.472,0.933,68.6,0.886,-0.141,0.621,Central and Eastern Europe,1,6.091,10.472,0.933,68.6,0.886,-0.141,0.621,0.0
Estonia,2019,6.035,10.511,0.934,68.8,0.887,-0.096,0.576,Central and Eastern Europe,1,6.035,10.511,0.934,68.8,0.887,-0.096,0.576,0.0
Estonia,2020,6.021800041,10.34001732,0.934729993,68.60495758,0.87770915,-0.111697771,0.623073816,Central and Eastern Europe,1,6.116,10.4268,0.9318,68.4,0.8586,-0.1302,0.6146,0.094199959
Estonia,2021,6.189,10.481,0.941,68.8,0.909,-0.106,0.527,Central and Eastern Europe,1,6.127,10.425203464,0.9351459986,68.52099151600001,0.87114183,-0.1197395542,0.6254147632,0.06200000000000028
Ethiopia,2017,4.18,7.612,0.734,58.0,0.717,0.001,0.757,Sub-Saharan Africa,0,4.18,7.612,0.734,58.0,0.717,0.001,0.757,0.0
Ethiopia,2018,4.379,7.651,0.74,58.5,0.74,0.039,0.799,Sub-Saharan Africa,0,4.379,7.651,0.74,58.5,0.74,0.039,0.799,0.0
Ethiopia,2019,4.1,7.705,0.748,59.0,0.754,0.053,0.732,Sub-Saharan Africa,0,4.1,7.705,0.748,59.0,0.754,0.053,0.732,0.0
Ethiopia,2020,4.186200142,7.509385586,0.743307352,58.63959122,0.740795195,0.043377332,0.753690004,Sub-Saharan Africa,0,4.25,7.5998,0.7134,58.0,0.7516,0.0487999999999999,0.7116,0.06379985800000032
Ethiopia,2021,4.275,7.694,0.764,59.0,0.752,0.082,0.761,Sub-Saharan Africa,0,4.25,7.6048771172,0.7368614703999999,58.327918244,0.7391590389999999,0.0348754664,0.7489380008,0.025000000000000355
Finland,2017,7.788,10.768,0.964,71.8,0.962,-0.002,0.192,Western Europe,2,7.788,10.768,0.964,71.8,0.962,-0.002,0.192,0.0
Finland,2018,7.858,10.783,0.962,71.9,0.938,-0.127,0.199,Western Europe,2,7.858,10.783,0.962,71.9,0.938,-0.127,0.199,0.0
Finland,2019,7.78,10.792,0.937,72.0,0.948,-0.052,0.195,Western Europe,2,7.78,10.792,0.937,72.0,0.948,-0.052,0.195,0.0
Finland,2020,7.808700085,10.63926697,0.954329729,71.9008255,0.949172199,-0.059482019,0.195444584,Western Europe,2,7.001,10.759800000000002,0.953,71.8,0.9451999999999998,-0.0194,0.2118,0.8077000849999996
Finland,2021,7.842,10.775,0.954,72.0,0.949,-0.098,0.186,Western Europe,2,6.972,10.744453394,0.9542659458,71.86016509999999,0.9490344398,-0.0534964038,0.2062889168,0.8699999999999992
France,2017,6.635,10.711,0.931,73.6,0.834,-0.123,0.601,Western Europe,2,6.635,10.711,0.931,73.6,0.834,-0.123,0.601,0.0
France,2018,6.666,10.727,0.921,73.8,0.816,-0.138,0.582,Western Europe,2,6.666,10.727,0.921,73.8,0.816,-0.138,0.582,0.0
France,2019,6.69,10.74,0.958,74.0,0.827,-0.133,0.568,Western Europe,2,6.69,10.74,0.958,74.0,0.827,-0.133,0.568,0.0
France,2020,6.663799763,10.58422279,0.937103748,73.80193329,0.825467646,-0.130641967,0.583521128,Western Europe,2,6.545,10.71,0.9182,73.6,0.8161999999999999,-0.1248,0.603,0.11879976300000017
France,2021,6.69,10.704,0.942,74.0,0.822,-0.147,0.571,Western Europe,2,6.552,10.690444558,0.9264207496,73.72038665800001,0.8178935292,-0.1231283934,0.5915042256,0.1380000000000008
Gabon,2017,4.782,9.616,0.807,59.2,0.652,-0.228,0.868,Sub-Saharan Africa,0,4.782,9.616,0.807,59.2,0.652,-0.228,0.868,0.0
Gabon,2018,4.783,9.599,0.785,59.7,0.719,-0.197,0.823,Sub-Saharan Africa,0,4.783,9.599,0.785,59.7,0.719,-0.197,0.823,0.0
Gabon,2019,4.914,9.607,0.763,60.2,0.736,-0.203,0.846,Sub-Saharan Africa,0,4.914,9.607,0.763,60.2,0.736,-0.203,0.846,0.0
Gabon,2020,4.829299927,9.680537224,0.787886858,59.71533966,0.704829216,-0.222261623,0.849150956,Sub-Saharan Africa,0,4.903,9.622,0.7782,59.2,0.6954,-0.2052,0.8442000000000001,0.07370007299999948
Gabon,2021,4.852,9.603,0.776,59.962,0.731,-0.2,0.84,Sub-Saharan Africa,0,4.915,9.6283074448,0.7845773716,59.503067932,0.7021658432000001,-0.2108523246,0.8406301912,0.06299999999999972
Gambia,2017,4.118,7.637,0.697,54.7,0.812,0.111,0.572,Sub-Saharan Africa,0,4.118,7.637,0.697,54.7,0.812,0.111,0.572,0.0
Gambia,2018,4.922,7.671,0.685,55.0,0.719,0.44,0.691,Sub-Saharan Africa,0,4.922,7.671,0.685,55.0,0.719,0.44,0.691,0.0
Gambia,2019,5.164,7.699,0.694,55.3,0.677,0.41,0.798,Sub-Saharan Africa,0,5.164,7.699,0.694,55.3,0.677,0.41,0.798,0.0
Gambia,2020,4.750599861,7.321814537,0.6931687,55.0120163,0.733163178,0.343198717,0.690717816,Sub-Saharan Africa,0,4.598,8.4581074448,0.7279773716,56.93546793200001,0.7287658432,0.1077476753999999,0.7500301911999999,0.15259986100000056
Gambia,2021,5.051,7.686,0.69,55.16,0.697,0.424,0.746,Sub-Saharan Africa,0,4.446,7.9863629074,0.70903374,55.994803260000005,0.7344326355999999,0.2208397433999999,0.7183435632,0.6050000000000004
Georgia,2017,4.451,9.517,0.59,64.7,0.821,-0.244,0.59,Commonwealth of Independent States,1,4.451,9.517,0.59,64.7,0.821,-0.244,0.59,0.0
Georgia,2018,4.659,9.565,0.617,64.5,0.775,-0.233,0.755,Commonwealth of Independent States,1,4.659,9.565,0.617,64.5,0.775,-0.233,0.755,0.0
Georgia,2019,4.892,9.617,0.675,64.3,0.811,-0.26,0.647,Commonwealth of Independent States,1,4.892,9.617,0.675,64.3,0.811,-0.26,0.647,0.0
Georgia,2020,4.672599792,9.226100922,0.629033029,64.49520874,0.801641524,-0.22892037,0.665944695,Commonwealth of Independent States,1,4.799,9.522200000000002,0.5864,64.7,0.7306,-0.2381999999999999,0.611,0.12640020800000062
Georgia,2021,4.891,9.585,0.671,64.3,0.783,-0.238,0.655,Commonwealth of Independent States,1,4.831,9.4790201844,0.6088066058,64.57904174800001,0.7629283048,-0.242984074,0.643788939,0.05999999999999961
Germany,2017,7.074,10.878,0.892,71.9,0.841,0.145,0.414,Western Europe,2,7.074,10.878,0.892,71.9,0.841,0.145,0.414,0.0
Germany,2018,7.118,10.89,0.92,72.2,0.877,0.034,0.496,Western Europe,2,7.118,10.89,0.92,72.2,0.877,0.034,0.496,0.0
Germany,2019,7.035,10.893,0.886,72.5,0.885,0.057,0.462,Western Europe,2,7.035,10.893,0.886,72.5,0.885,0.057,0.462,0.0
Germany,2020,7.075799942,10.7328186,0.898874462,72.20201874,0.867371082,0.080179386,0.456422031,Western Europe,2,6.848,10.8726,0.906,71.9,0.8725999999999999,0.1124,0.446,0.22779994199999987
Germany,2021,7.155,10.873,0.903,72.5,0.875,0.011,0.46,Western Europe,2,6.799,10.85036372,0.9005748924000001,72.08040374800001,0.8682742164,0.0928358772,0.4548844062,0.35599999999999987
Ghana,2017,5.481,8.517,0.669,56.8,0.783,0.079,0.839,Sub-Saharan Africa,0,5.481,8.517,0.669,56.8,0.783,0.079,0.839,0.0
Ghana,2018,5.004,8.555,0.761,57.2,0.817,0.062,0.846,Sub-Saharan Africa,0,5.004,8.555,0.761,57.2,0.817,0.062,0.846,0.0
Ghana,2019,4.967,8.596,0.746,57.6,0.787,0.116,0.857,Sub-Saharan Africa,0,4.967,8.596,0.746,57.6,0.787,0.116,0.857,0.0
Ghana,2020,5.147999763,8.350645065,0.728601098,57.20398712,0.794796526,0.094170853,0.847964764,Sub-Saharan Africa,0,4.562,8.5154,0.7020000000000001,56.8,0.798,0.0618,0.8762000000000001,0.5859997629999993
Ghana,2021,5.088,8.58,0.727,57.586,0.807,0.123,0.848,Sub-Saharan Africa,0,4.573,8.495729013,0.7103202196,57.04079742399999,0.7865593052,0.0882341706,0.8567929528,0.5149999999999997
Greece,2017,5.148,10.278,0.753,72.2,0.438,-0.29,0.872,Western Europe,2,5.148,10.278,0.753,72.2,0.438,-0.29,0.872,0.0
Greece,2018,5.409,10.299,0.794,72.4,0.564,-0.335,0.86,Western Europe,2,5.409,10.299,0.794,72.4,0.564,-0.335,0.86,0.0
Greece,2019,5.952,10.319,0.891,72.6,0.614,-0.289,0.848,Western Europe,2,5.952,10.319,0.891,72.6,0.614,-0.289,0.848,0.0
Greece,2020,5.514999866,10.13232613,0.814380348,72.40525818,0.541345119,-0.300907373,0.859931409,Western Europe,2,5.623,10.2832,0.8152000000000001,72.2,0.526,-0.2892,0.8603999999999999,0.10800013400000008
Greece,2021,5.723,10.279,0.823,72.6,0.582,-0.288,0.823,Western Europe,2,5.591,10.257865226000002,0.8110760696,72.32105163599999,0.5278690237999999,-0.2949814746,0.8675862817999999,0.13199999999999967
Guatemala,2017,6.325,9.026,0.826,64.5,0.915,-0.059,0.8,Latin America and Caribbean,1,6.325,9.026,0.826,64.5,0.915,-0.059,0.8,0.0
Guatemala,2018,6.627,9.042,0.841,64.8,0.91,-0.01,0.765,Latin America and Caribbean,1,6.627,9.042,0.841,64.8,0.91,-0.01,0.765,0.0
Guatemala,2019,6.262,9.064,0.774,65.1,0.901,-0.062,0.773,Latin America and Caribbean,1,6.262,9.064,0.774,65.1,0.901,-0.062,0.773,0.0
Guatemala,2020,6.398900032,8.924805641,0.816621482,64.8089447,0.908147573,-0.042938665,0.783237457,Latin America and Caribbean,1,5.929,9.0296,0.8150000000000001,64.5,0.8916000000000001,-0.0137999999999999,0.7944000000000001,0.46990003199999997
Guatemala,2021,6.435,9.053,0.813,64.958,0.906,-0.038,0.775,Latin America and Caribbean,1,5.912,9.0139611282,0.8137242963999999,64.68178894,0.8994295146000001,-0.0325877329999999,0.7866474914000001,0.5229999999999997
Guinea,2017,4.874,7.792,0.634,53.3,0.738,0.038,0.75,Sub-Saharan Africa,0,4.874,7.792,0.634,53.3,0.738,0.038,0.75,0.0
Guinea,2018,5.252,7.823,0.63,54.4,0.731,0.092,0.778,Sub-Saharan Africa,0,5.252,7.823,0.63,54.4,0.731,0.092,0.778,0.0
Guinea,2019,4.768,7.849,0.655,55.5,0.691,0.097,0.756,Sub-Saharan Africa,0,4.768,7.849,0.655,55.5,0.691,0.097,0.756,0.0
Guinea,2020,4.949299812,7.750990391,0.637573481,54.46780014,0.706846774,0.076328471,0.761794448,Sub-Saharan Africa,0,4.037,7.766,0.6346,53.3,0.7103999999999999,0.0356,0.7698,0.9122998119999997
Guinea,2021,4.984,7.838,0.639,55.008,0.697,0.095,0.766,Sub-Saharan Africa,0,4.081,7.787198078199999,0.6463146962,53.973560028,0.7185693548,0.0494656942,0.7697588895999999,0.9029999999999996
Haiti,2017,3.824,7.475,0.647,55.5,0.484,0.381,0.647,Latin America and Caribbean,1,3.824,7.475,0.647,55.5,0.484,0.381,0.647,0.0
Haiti,2018,3.615,7.477,0.538,55.7,0.591,0.422,0.72,Latin America and Caribbean,1,3.615,7.477,0.538,55.7,0.591,0.422,0.72,0.0
Haiti,2020,3.720799923,7.411329269,0.593247831,55.59862518,0.537825167,0.40053457,0.684767246,Latin America and Caribbean,1,4.515,7.476400000000001,0.5774000000000001,54.428,0.4572,0.3369999999999999,0.7382,0.7942000769999997
Haiti,2021,3.615,7.477,0.54,55.7,0.593,0.422,0.721,Latin America and Caribbean,1,4.547,7.4632658538,0.5852495662000001,55.439725036000006,0.4629650334,0.360106914,0.7335534491999999,0.9319999999999995
Honduras,2017,6.02,8.624,0.843,67.0,0.898,0.072,0.783,Latin America and Caribbean,1,6.02,8.624,0.843,67.0,0.898,0.072,0.783,0.0
Honduras,2018,5.908,8.643,0.827,67.2,0.872,0.099,0.804,Latin America and Caribbean,1,5.908,8.643,0.827,67.2,0.872,0.099,0.804,0.0
Honduras,2019,5.93,8.653,0.797,67.4,0.846,0.063,0.815,Latin America and Caribbean,1,5.93,8.653,0.797,67.4,0.846,0.063,0.815,0.0
Honduras,2020,5.953199863,8.424534798,0.821870148,67.19876862,0.870603263,0.086969115,0.801131904,Latin America and Caribbean,1,5.694,8.617,0.8026,67.0,0.8,0.0434,0.8085999999999999,0.2591998630000001
Honduras,2021,5.919,8.648,0.812,67.3,0.857,0.081,0.809,Latin America and Caribbean,1,5.794,8.5875069596,0.8125740296,67.11975372399999,0.8673206526000001,0.080193823,0.7992263808,0.125
Hong Kong S.A.R. of China,2017,5.362,11.0,0.831,76.79585281499999,0.831,0.14,0.416,East Asia,1,5.362,11.0,0.831,76.79585281499999,0.831,0.14,0.416,0.0
Hong Kong S.A.R. of China,2019,5.659,11.0,0.856,76.79585281499999,0.727,0.067,0.432,East Asia,1,5.659,11.0,0.856,76.79585281499999,0.727,0.067,0.432,0.0
Hong Kong S.A.R. of China,2020,5.510399818,10.9346714,0.845969081,76.77170563,0.779833794,0.134979904,0.420607209,East Asia,1,6.24,10.9606,0.8358000000000001,76.79585281499999,0.8161999999999999,0.1506,0.4107999999999999,0.7296001820000004
Hong Kong S.A.R. of China,2021,5.477,11.0,0.836,76.82,0.717,0.067,0.403,East Asia,1,6.203,10.96893428,0.8397938161999999,76.79102337799999,0.7961667588,0.1331959808,0.4189214417999999,0.726
Hungary,2017,6.065,10.293,0.877,67.2,0.661,-0.139,0.886,Central and Eastern Europe,1,6.065,10.293,0.877,67.2,0.661,-0.139,0.886,0.0
Hungary,2018,5.936,10.344,0.941,67.6,0.693,-0.243,0.911,Central and Eastern Europe,1,5.936,10.344,0.941,67.6,0.693,-0.243,0.911,0.0
Hungary,2019,6.0,10.393,0.947,68.0,0.798,-0.195,0.884,Central and Eastern Europe,1,6.0,10.393,0.947,68.0,0.798,-0.195,0.884,0.0
Hungary,2020,6.000400066,10.24924374,0.921934128,67.60997009,0.718964577,-0.194323018,0.892916501,Central and Eastern Europe,1,5.603,10.3002,0.9048,67.2,0.6528,-0.1924,0.9026,0.39740006600000033
Hungary,2021,5.992,10.358,0.943,68.0,0.755,-0.186,0.876,Central and Eastern Europe,1,5.658,10.305448748,0.9173868256,67.441994018,0.6849929154,-0.1916646035999999,0.8995833002,0.33399999999999963
Iceland,2017,7.476,10.925,0.967,73.0,0.939,0.246,0.727,Western Europe,2,7.476,10.925,0.967,73.0,0.939,0.246,0.727,0.0
Iceland,2019,7.533,10.931,0.982,73.0,0.959,0.2545634598571428,0.699,Western Europe,2,7.533,10.931,0.982,73.0,0.959,0.2545634598571428,0.699,0.0
Iceland,2020,7.504499912,10.77255917,0.974669576,73.0,0.948891878,0.246944219,0.711709738,Western Europe,2,7.063,10.884599999999995,0.9762,72.968,0.9426,0.2777126919714285,0.6993999999999999,0.44149991200000027
Iceland,2021,7.554,10.878,0.983,73.0,0.955,0.16,0.673,Western Europe,2,7.051,10.877311834,0.9777339152,73.0,0.9477783756,0.2659015357714286,0.6991419476,0.5030000000000001
India,2017,4.046,8.73,0.607,59.7,0.886,-0.042,0.781,South Asia,0,4.046,8.73,0.607,59.7,0.886,-0.042,0.781,0.0
India,2018,3.818,8.779,0.638,60.1,0.89,0.085,0.805,South Asia,0,3.818,8.779,0.638,60.1,0.89,0.085,0.805,0.0
India,2019,3.249,8.818,0.561,60.5,0.876,0.112,0.752,South Asia,0,3.249,8.818,0.561,60.5,0.876,0.112,0.752,0.0
India,2020,3.573299885,8.849823952,0.592200935,60.21518707,0.881444871,0.057551607,0.772042692,South Asia,0,4.645,8.7208,0.606,59.7,0.8498000000000001,0.0392,0.7758,1.0717001149999996
India,2021,3.819,8.755,0.603,60.633,0.893,0.089,0.774,South Asia,0,4.681,8.7699647904,0.602440187,59.963037414,0.8706889741999999,0.0517103214,0.7750085384,0.8620000000000001
Indonesia,2017,5.098,9.3,0.796,61.9,0.865,0.488,0.9,Southeast Asia,1,5.098,9.3,0.796,61.9,0.865,0.488,0.9,0.0
Indonesia,2018,5.34,9.339,0.809,62.1,0.879,0.512,0.868,Southeast Asia,1,5.34,9.339,0.809,62.1,0.879,0.512,0.868,0.0
Indonesia,2019,5.347,9.377,0.802,62.3,0.866,0.555,0.861,Southeast Asia,1,5.347,9.377,0.802,62.3,0.866,0.555,0.861,0.0
Indonesia,2020,5.285600185,9.36975193,0.808379889,62.15584946,0.870614409,0.519586504,0.876296401,Southeast Asia,1,5.344,9.3006,0.8016000000000002,61.9,0.8438000000000001,0.5052000000000001,0.893,0.058399815000000466
Indonesia,2021,5.345,9.365,0.811,62.236,0.873,0.542,0.867,Southeast Asia,1,5.378,9.329550386,0.8014759778,62.031169892,0.8621228818000001,0.5149173008,0.8790592802000001,0.03300000000000036
Iran,2017,4.717,9.584,0.714,65.7,0.731,0.218,0.715,Middle East and North Africa,1,4.717,9.584,0.714,65.7,0.731,0.218,0.715,0.0
Iran,2018,4.278,9.546191083222222,0.674,66.0,0.603,0.196611387875,0.703,Middle East and North Africa,1,4.278,9.546191083222222,0.674,66.0,0.603,0.196611387875,0.703,0.0
Iran,2019,5.006,9.546191083222222,0.698,66.3,0.623,0.196611387875,0.728,Middle East and North Africa,1,5.006,9.546191083222222,0.698,66.3,0.623,0.196611387875,0.728,0.0
Iran,2020,4.672399998,9.813719749,0.694689691,66.00614929,0.647873282,0.117891103,0.714635968,Middle East and North Africa,1,5.122,9.53727643328889,0.6447999999999999,65.7,0.702,0.1946445551499999,0.7116,0.4496000019999995
Iran,2021,4.721,9.584,0.71,66.3,0.608,0.218,0.714,Middle East and North Africa,1,5.15,9.61022038308889,0.6693379382,65.88122985800001,0.6755746564,0.1830227757499999,0.7147271936,0.42900000000000027
Iraq,2017,4.462,9.303,0.695,59.6,0.628,0.0,0.757,Middle East and North Africa,1,4.462,9.303,0.695,59.6,0.628,0.0,0.757,0.0
Iraq,2018,4.886,9.274,0.764,60.2,0.598,-0.068,0.887,Middle East and North Africa,1,4.886,9.274,0.764,60.2,0.598,-0.068,0.887,0.0
Iraq,2020,4.784800053,9.661095619,0.747694969,59.90354919,0.633182645,-0.06956476,0.82226181,Middle East and North Africa,1,4.849,9.2844,0.7173999999999999,59.16799999999999,0.6274,-0.0204,0.7862,0.06419994700000053
Iraq,2021,4.854,9.24,0.746,60.583,0.63,-0.053,0.875,Middle East and North Africa,1,4.862,9.3666191238,0.7219389938,59.42070983799999,0.6248365290000001,-0.034112952,0.8054523619999999,0.008000000000000007
Ireland,2017,7.06,11.266,0.943,72.2,0.905,0.216,0.337,Western Europe,2,7.06,11.266,0.943,72.2,0.905,0.216,0.337,0.0
Ireland,2018,6.962,11.332,0.938,72.3,0.861,0.144,0.362,Western Europe,2,6.962,11.332,0.938,72.3,0.861,0.144,0.362,0.0
Ireland,2019,7.255,11.371,0.944,72.4,0.892,0.074,0.373,Western Europe,2,7.255,11.371,0.944,72.4,0.892,0.074,0.373,0.0
